alpha,DGS2_diff,USEPUINDXD_diff,VIXCLS,trade_sum,sanctions_sum,fed_pressure_sum,trade_max,sanctions_max,fed_pressure_max,trade_sum_ma3,sanctions_sum_ma3,fed_pressure_sum_ma3,trade_sum_ma5,sanctions_sum_ma5,fed_pressure_sum_ma5,trade_sum_ma10,sanctions_sum_ma10,fed_pressure_sum_ma10
2.477076355991709e-06,-0.000513683751626458,0.0002008418834327506,-0.0005581602056106108,9.487621262598739e-05,-0.0005591666396099291,-0.0002672507774885097,-6.360013481061654e-05,0.0004021454649742988,0.00032887601742746645,-0.00015838993215422812,-0.00016208119114952867,3.2619454807507906e-05,0.00023347953383315095,0.0002835443916704022,0.0004030157712596341,-8.676923375490843e-06,-0.0004802738816538173,-0.0006498482508343091
2.656087782946684e-06,-0.0005135811080787076,0.00020071323983441534,-0.000558027408296789,9.323733600605539e-05,-0.0005562695860705621,-0.00026527255411430944,-6.261220032113565e-05,0.00039919208220319784,0.0003276495711605958,-0.00015597907389843156,-0.00016131893040865662,3.103723533235953e-05,0.0002310370391456235,0.0002823412763808153,0.0004024595599870462,-7.87637251999316e-06,-0.00047976473687873754,-0.0006484207761166551
2.848035868435805e-06,-0.0005134710467669046,0.00020057529952059857,-0.0005578850140900071,9.148002232558355e-05,-0.0005531631705198917,-0.00026315137003233896,-6.155287055057131e-05,0.0003960252666636986,0.0003263344930290729,-0.00015339398961382796,-0.00016050158320159388,2.934067325113232e-05,0.00022841803215225358,0.0002810512152914907,0.000401863152870937,-7.017968078090947e-06,-0.0004792187976251602,-0.0006468901417666667
3.0538555088334123e-06,-0.0005133530316298464,0.00020042739064349914,-0.0005577323294494711,8.959571246722408e-05,-0.0005498322629469646,-0.0002608768938693935,-6.0416985960296614e-05,0.00039262959416254075,0.0003249243778542597,-0.00015062208846931295,-0.00015962516858245918,2.7521505341326682e-05,0.00022560975679904538,0.00027966792507101755,0.0004012236450693593,-6.097529131809982e-06,-0.00047863340485834076,-0.00064524889272429
3.2745491628777315e-06,-0.0005132264878666777,0.0002002687928027415,-0.0005575686107141206,8.757522876999373e-05,-0.0005462606399369675,-0.000258438047632622,-5.919901414615823e-05,0.00038898852584286594,0.00032341235757304634,-0.00014764986972939643,-0.00015868541791347045,2.5570871220308303e-05,0.000222598535187421,0.00027818466830907676,0.00040053792181550844,-5.1105726198520784e-06,-0.0004780057073824788,-0.0006434890351729951
3.5111917342151275e-06,-0.0005130908014164151,0.00020009873869351,-0.0005573930661335803,8.540860912408199e-05,-0.0005424307063331472,-0.0002558229108225942,-5.789300126154646e-05,0.0003850841456356183,0.0003217910704607816,-0.0001444625690766057,-0.0001576777800663741,2.3479205275180202e-05,0.00021936947068042944,0.0002765942419606589,0.000399802683247977,-4.052259492957294e-06,-0.0004773326583122068,-0.000641602006805486
3.764935806792471e-06,-0.0005129453103983546,0.00019991639780071228,-0.0005572048381627042,8.308535422484354e-05,-0.0005383238935213084,-0.0002530187647247188,-5.649259485347891e-05,0.00038089751520128126,0.00032005261846775436,-0.0001410447933704792,-0.00015659733629929382,2.1236348368700143e-05,0.00021590694115731135,0.0002748888900924256,0.0003990143315509929,-2.9174499525316836e-06,-0.00047661097460478574,-0.0006395786130424254
4.037017258596558e-06,-0.0005127893051485915,0.00019972087963813308,-0.0005570030074792689,8.059420414801572e-05,-0.0005339202927562382,-0.00025001197077823917,-5.4990984964616034e-05,0.0003764083286158674,0.0003181885333785927,-0.00013738002450861737,-0.00015543881186262757,1.883140642422338e-05,0.00021219418424442903,0.00027306029718212444,0.00039816900786690063,-1.7006308791080674e-06,-0.0004758371368206591,-0.0006374089942330765
4.328761281083061e-06,-0.000512622025832809,0.0001995112319210921,-0.0005567865910530255,7.792302557552418e-05,-0.000529198455997036,-0.0002467878841860893,-5.338085790054046e-05,0.00037159472098684173,0.00031618973603844604,-0.00013345041298179795,-0.00015419656408329426,1.625266600632223e-05,0.00020821311670345306,0.00027109955694200924,0.0003972625949884603,-3.9587567155889583e-07,-0.0004750073759295859,-0.0006350825830995547
4.641588833612782e-06,-0.0005124273546354689,0.00019927716530237415,-0.0005565357644007478,7.496793980587652e-05,-0.0005241340563526104,-0.0002432960630676371,-5.162086610345324e-05,0.0003664128336070434,0.0003140200346091118,-0.0001292578791212468,-0.00015285520077414267,1.3546630858034117e-05,0.00020480135683202604,0.00026883094156651265,0.0003961421805669395,-0.0,-0.0004738577725540597,-0.0006323697954079725
